source_file_id,category_id,category_code,country_id,country_code,country_name,cohort_fiscal_year,cohort_quarter,snapshot_date,received,approved,denied,pending,approval_rate_received_basis,approval_rate_decided_basis,pending_share
273,1,TOTAL,5,BRAZIL,Brazil,2015,,2021-03-31,1323,1202,107,14,0.90854119425547996977,0.91825821237585943468,0.01058201058201058201
101,2,EB1,6,PHILIPPINES,Philippines,2023,,2022-12-31,26,12,0,14,0.46153846153846153846,1.00000000000000000000,0.53846153846153846154
2,8,NIW,1,ALL,All Countries,2017,,2025-09-30,0,6947,0,0,,1.00000000000000000000,
54,1,TOTAL,5,BRAZIL,Brazil,2019,,2021-09-30,4271,3213,830,228,0.75228283774291734957,0.79470690081622557507,0.05338328260360571295
173,12,EW3,5,BRAZIL,Brazil,2015,,2020-03-31,0,8,0,0,,1.00000000000000000000,
14,7,E21,30,PHILIPPINES_FY24,Philippines_FY24,2019,,2024-06-30,0,452,0,0,,1.00000000000000000000,
54,5,E13,6,PHILIPPINES,Philippines,2017,,2021-09-30,0,86,0,0,,1.00000000000000000000,
2,6,EB2,6,PHILIPPINES,Philippines,2018,,2025-09-30,781,632,142,7,0.80921895006402048656,0.81653746770025839793,0.00896286811779769526
16,11,E32,1,ALL,All Countries,2024,,2024-09-30,0,20788,0,0,,1.00000000000000000000,
1555,5,E13,5,BRAZIL,Brazil,2019,,2025-12-31,0,620,0,0,,1.00000000000000000000,
10,3,E11,3,INDIA,India,2023,,2023-12-31,0,1903,0,0,,1.00000000000000000000,
21,1,TOTAL,6,PHILIPPINES,Philippines,2015,,2025-06-30,4346,3688,602,56,0.84859641049240681086,0.85967365967365967366,0.01288541187298665439
58,12,EW3,78,MEXICO,Mexico,2016,,2022-09-30,0,276,0,0,,1.00000000000000000000,
263,11,E32,5,BRAZIL,Brazil,2023,1,2022-12-31,86,0,0,0,0.00000000000000000000,,0.00000000000000000000
58,5,E13,1,ALL,All Countries,2016,,2022-09-30,0,16057,0,0,,1.00000000000000000000,
266,10,E31,78,MEXICO,Mexico,2023,3,2023-06-30,0,55,0,0,,1.00000000000000000000,
14,1,TOTAL,28,BRAZIL_FY24,Brazil_FY24,2019,,2024-06-30,4271,3308,954,9,0.77452587216108639663,0.77616142656030032848,0.00210723483961601498
21,9,EB3,5,BRAZIL,Brazil,2023,,2025-06-30,2112,2035,54,23,0.96354166666666666667,0.97415031115366203925,0.01089015151515151515
20,6,EB2,3,INDIA,India,2025,,2025-03-31,18993,9702,173,9118,0.51081977570683936187,0.98248101265822784810,0.48007160532827883957
16,1,TOTAL,38,NIGERIA,Nigeria,2014,,2024-09-30,368,321,47,0,0.87228260869565217391,0.87228260869565217391,0.00000000000000000000
12,7,E21,32,INDIA_FY24,India_FY24,2024,,2024-03-31,0,12712,0,0,,1.00000000000000000000,
55,5,E13,4,CHINA,China,2017,,2022-03-31,0,908,0,0,,1.00000000000000000000,
12,3,E11,31,NIGERIA_FY24,Nigeria_FY24,2017,,2024-03-31,0,16,0,0,,1.00000000000000000000,
103,7,E21,1,ALL,All Countries,2023,2,2023-09-30,14119,13284,707,5183,0.94085983426588285289,0.94946751483096276178,0.36709398682626248318
2,5,E13,3,INDIA,India,2016,,2025-09-30,0,5531,0,0,,1.00000000000000000000,
58,12,EW3,1,ALL,All Countries,2020,,2022-09-30,0,6849,0,0,,1.00000000000000000000,
58,9,EB3,3,INDIA,India,2017,,2022-09-30,9179,8681,496,2,0.94574572393506917965,0.94595183611201917838,0.00021788865889530450
10,12,EW3,3,INDIA,India,2014,,2023-12-31,0,7,0,0,,1.00000000000000000000,
55,3,E11,5,BRAZIL,Brazil,2012,,2022-03-31,0,72,0,0,,1.00000000000000000000,
21,5,E13,4,CHINA,China,2015,,2025-06-30,0,734,0,0,,1.00000000000000000000,
12,2,EB1,37,CHINA_FY24,China_FY24,2014,,2024-03-31,4437,3821,540,76,0.86116745548794230336,0.87617518917679431323,0.01712869055668244309
10,1,TOTAL,5,BRAZIL,Brazil,2018,,2023-12-31,3411,2728,667,16,0.79976546467311638816,0.80353460972017673049,0.00469070653767223688
101,2,EB1,3,INDIA,India,2020,,2022-12-31,6984,6193,775,16,0.88674112256586483391,0.88877726750861079219,0.00229095074455899198
101,7,E21,1,ALL,All Countries,2020,,2022-12-31,0,52048,0,0,,1.00000000000000000000,
20,8,NIW,38,NIGERIA,Nigeria,2025,,2025-03-31,0,333,0,0,,1.00000000000000000000,
173,12,EW3,71,SOUTH_KOREA,South Korea,2019,,2020-03-31,0,744,0,0,,1.00000000000000000000,
54,11,E32,5,BRAZIL,Brazil,2013,,2021-09-30,0,58,0,0,,1.00000000000000000000,
1555,4,E12,5,BRAZIL,Brazil,2026,,2025-12-31,0,25,0,0,,1.00000000000000000000,
55,10,E31,71,SOUTH_KOREA,South Korea,2014,,2022-03-31,0,382,0,0,,1.00000000000000000000,
2,10,E31,1,ALL,All Countries,2020,,2025-09-30,0,14519,0,0,,1.00000000000000000000,
16,6,EB2,4,CHINA,China,2022,,2024-09-30,10250,9979,263,8,0.97356097560975609756,0.97432142159734426870,0.00078048780487804878
14,5,E13,32,INDIA_FY24,India_FY24,2021,,2024-06-30,0,4638,0,0,,1.00000000000000000000,
54,12,EW3,4,CHINA,China,2019,,2021-09-30,0,183,0,0,,1.00000000000000000000,
20,3,E11,1,ALL,All Countries,2025,,2025-03-31,0,5129,0,0,,1.00000000000000000000,
21,2,EB1,3,INDIA,India,2021,,2025-06-30,8169,7243,906,20,0.88664463214591749296,0.88882071419806111179,0.00244828008324152283
21,1,TOTAL,38,NIGERIA,Nigeria,2024,,2025-06-30,7856,3764,1470,2622,0.47912423625254582485,0.71914405808177302254,0.33375763747454175153
173,13,OTHER_UNKNOWN,4,CHINA,China,2013,,2020-03-31,0,0,0,0,,,
18,11,E32,1,ALL,All Countries,2023,,2024-12-31,0,20454,0,0,,1.00000000000000000000,
12,10,E31,30,PHILIPPINES_FY24,Philippines_FY24,2024,,2024-03-31,0,3875,0,0,,1.00000000000000000000,
102,6,EB2,1,ALL,All Countries,2015,,2023-03-31,58204,55002,3191,11,0.94498659885918493574,0.94516522605811695565,0.00018899044739193183
16,1,TOTAL,5,BRAZIL,Brazil,2018,,2024-09-30,3416,2728,675,13,0.79859484777517564403,0.80164560681751395827,0.00380562060889929742
2,10,E31,4,CHINA,China,2025,,2025-09-30,0,310,0,0,,1.00000000000000000000,
58,9,EB3,6,PHILIPPINES,Philippines,2013,,2022-09-30,1266,1172,94,0,0.92575039494470774092,0.92575039494470774092,0.00000000000000000000
2,1,TOTAL,5,BRAZIL,Brazil,2016,,2025-09-30,2059,1871,179,9,0.90869354055366682856,0.91268292682926829268,0.00437105390966488587
172,13,OTHER_UNKNOWN,1,ALL,All Countries,2014,,2019-09-30,0,1,1,0,,0.50000000000000000000,
55,5,E13,3,INDIA,India,2013,,2022-03-31,0,3053,0,0,,1.00000000000000000000,
55,3,E11,4,CHINA,China,2021,,2022-03-31,0,1301,0,0,,1.00000000000000000000,
101,9,EB3,71,SOUTH_KOREA,South Korea,2021,,2022-12-31,2044,2003,37,4,0.97994129158512720157,0.98186274509803921569,0.00195694716242661448
16,1,TOTAL,6,PHILIPPINES,Philippines,2020,,2024-09-30,7124,6665,354,105,0.93556990454800673779,0.94956546516597805955,0.01473891072431218417
21,7,E21,38,NIGERIA,Nigeria,2025,,2025-06-30,0,104,0,0,,1.00000000000000000000,
14,6,EB2,37,CHINA_FY24,China_FY24,2019,,2024-06-30,10880,10468,337,75,0.96213235294117647059,0.96881073577047663119,0.00689338235294117647
273,6,EB2,6,PHILIPPINES,Philippines,2013,,2021-03-31,1598,1356,216,26,0.84856070087609511890,0.86259541984732824427,0.01627033792240300375
273,1,TOTAL,3,INDIA,India,2015,,2021-03-31,47706,44084,3511,111,0.92407663606254978409,0.92623174703225128690,0.00232675135203119105
55,4,E12,71,SOUTH_KOREA,South Korea,2021,,2022-03-31,0,48,0,0,,1.00000000000000000000,
2,4,E12,6,PHILIPPINES,Philippines,2021,,2025-09-30,0,2,0,0,,1.00000000000000000000,
172,12,EW3,1,ALL,All Countries,2011,,2019-09-30,0,1121,0,0,,1.00000000000000000000,
1555,2,EB1,7,VIETNAM,Vietnam,2021,,2025-12-31,43,37,5,1,0.86046511627906976744,0.88095238095238095238,0.02325581395348837209
256,1,TOTAL,6,PHILIPPINES,Philippines,2022,3,2022-06-30,0,7170,0,0,,1.00000000000000000000,
272,9,EB3,4,CHINA,China,2012,,2020-09-30,375,356,18,1,0.94933333333333333333,0.95187165775401069519,0.00266666666666666667
57,10,E31,1,ALL,All Countries,2022,,2022-09-30,19946,18600,487,4670,0.93251779805474781911,0.97448525174202336669,0.23413215682342324276
2,13,OTHER_UNKNOWN,7,VIETNAM,Vietnam,2023,,2025-09-30,0,0,0,0,,,
268,10,E31,7,VIETNAM,Vietnam,2023,3,2023-06-30,42,0,0,0,0.00000000000000000000,,0.00000000000000000000
273,1,TOTAL,5,BRAZIL,Brazil,2011,,2021-03-31,1033,884,136,13,0.85575992255566311713,0.86666666666666666667,0.01258470474346563408
263,7,E21,6,PHILIPPINES,Philippines,2023,1,2022-12-31,39,0,0,0,0.00000000000000000000,,0.00000000000000000000
258,7,E21,4,CHINA,China,2022,3,2022-06-30,6089,0,0,0,0.00000000000000000000,,0.00000000000000000000
14,11,E32,30,PHILIPPINES_FY24,Philippines_FY24,2015,,2024-06-30,0,666,0,0,,1.00000000000000000000,
55,9,EB3,5,BRAZIL,Brazil,2014,,2022-03-31,147,126,16,5,0.85714285714285714286,0.88732394366197183099,0.03401360544217687075
173,12,EW3,1,ALL,All Countries,2018,,2020-03-31,0,3890,0,0,,1.00000000000000000000,
21,11,E32,5,BRAZIL,Brazil,2018,,2025-06-30,0,426,0,0,,1.00000000000000000000,
21,10,E31,6,PHILIPPINES,Philippines,2018,,2025-06-30,0,2312,0,0,,1.00000000000000000000,
14,7,E21,35,ALL_COUNTRIES_FY24,All_Countries_FY24,2020,,2024-06-30,0,63698,0,0,,1.00000000000000000000,
58,10,E31,4,CHINA,China,2014,,2022-09-30,0,112,0,0,,1.00000000000000000000,
2,6,EB2,3,INDIA,India,2017,,2025-09-30,43659,40858,2732,69,0.93584369774845965322,0.93732507455838495068,0.00158043015185872329
10,13,OTHER_UNKNOWN,38,NIGERIA,Nigeria,2020,,2023-12-31,0,0,0,0,,,
279,1,TOTAL,1,ALL,All Countries,2015,,2023-03-31,102926,94063,8117,746,0.91388959057963974117,0.92056175376786063809,0.00724792569418805744
273,1,TOTAL,3,INDIA,India,2019,,2021-03-31,64912,62256,2484,172,0.95908306630515158984,0.96163113994439295644,0.00264974118807000246
16,13,OTHER_UNKNOWN,3,INDIA,India,2021,,2024-09-30,0,0,0,0,,,
12,12,EW3,37,CHINA_FY24,China_FY24,2018,,2024-03-31,0,198,0,0,,1.00000000000000000000,
12,13,OTHER_UNKNOWN,32,INDIA_FY24,India_FY24,2024,,2024-03-31,0,0,0,0,,,
1555,9,EB3,6,PHILIPPINES,Philippines,2021,,2025-12-31,5683,5383,224,76,0.94721098011613584374,0.96004993757802746567,0.01337321837057891958
20,11,E32,4,CHINA,China,2021,,2025-03-31,0,9625,0,0,,1.00000000000000000000,
2,8,NIW,1,ALL,All Countries,2015,,2025-09-30,0,5487,0,0,,1.00000000000000000000,
2,9,EB3,6,PHILIPPINES,Philippines,2018,,2025-09-30,4476,3108,1328,40,0.69436997319034852547,0.70063119927862939585,0.00893655049151027703
172,1,TOTAL,134,INDIAN_NATIONALS,Indian Nationals,2015,,2019-09-30,47705,45435,2170,100,0.95241588931977780107,0.95441655288310051465,0.00209621632952520700
18,13,OTHER_UNKNOWN,4,CHINA,China,2020,,2024-12-31,0,0,0,0,,,
279,1,TOTAL,1,ALL,All Countries,2016,,2023-03-31,147622,134230,11175,2217,0.90928181436371272575,0.92314569650287129053,0.01501808673503949276
2,8,NIW,4,CHINA,China,2015,,2025-09-30,0,712,0,0,,1.00000000000000000000,
54,11,E32,3,INDIA,India,2021,,2021-09-30,0,28240,0,0,,1.00000000000000000000,
18,11,E32,1,ALL,All Countries,2020,,2024-12-31,0,17529,0,0,,1.00000000000000000000,
20,11,E32,6,PHILIPPINES,Philippines,2015,,2025-03-31,0,668,0,0,,1.00000000000000000000,
20,9,EB3,4,CHINA,China,2023,,2025-03-31,3418,3374,21,23,0.98712697483908718549,0.99381443298969072165,0.00672908133411351668
12,10,E31,28,BRAZIL_FY24,Brazil_FY24,2018,,2024-03-31,0,242,0,0,,1.00000000000000000000,
18,4,E12,1,ALL,All Countries,2024,,2024-12-31,0,4361,0,0,,1.00000000000000000000,
104,10,E31,1,ALL,All Countries,2022,,2023-09-30,0,19215,0,0,,1.00000000000000000000,
2,6,EB2,5,BRAZIL,Brazil,2020,,2025-09-30,2311,1604,692,15,0.69407183037646040675,0.69860627177700348432,0.00649069666810904370
101,4,E12,1,ALL,All Countries,2020,,2022-12-31,0,2600,0,0,,1.00000000000000000000,
173,13,OTHER_UNKNOWN,4,CHINA,China,2014,,2020-03-31,0,0,0,0,,,
256,11,E32,78,MEXICO,Mexico,2022,3,2022-06-30,0,675,0,0,,1.00000000000000000000,
101,1,TOTAL,4,CHINA,China,2014,,2022-12-31,12612,11719,744,149,0.92919441801458928005,0.94030329776137366605,0.01181414525848398351
16,6,EB2,6,PHILIPPINES,Philippines,2022,,2024-09-30,380,359,17,4,0.94473684210526315789,0.95478723404255319149,0.01052631578947368421
55,5,E13,4,CHINA,China,2016,,2022-03-31,0,933,0,0,,1.00000000000000000000,
58,6,EB2,71,SOUTH_KOREA,South Korea,2015,,2022-09-30,2695,2488,204,3,0.92319109461966604824,0.92421991084695393759,0.00111317254174397032
20,7,E21,38,NIGERIA,Nigeria,2021,,2025-03-31,0,159,0,0,,1.00000000000000000000,
264,10,E31,5,BRAZIL,Brazil,2023,2,2023-03-31,0,103,0,0,,1.00000000000000000000,
18,6,EB2,6,PHILIPPINES,Philippines,2025,,2024-12-31,101,17,2,82,0.16831683168316831683,0.89473684210526315789,0.81188118811881188119
101,5,E13,3,INDIA,India,2019,,2022-12-31,0,5017,0,0,,1.00000000000000000000,
10,4,E12,5,BRAZIL,Brazil,2019,,2023-12-31,0,35,0,0,,1.00000000000000000000,
64,3,E11,1,ALL,All Countries,2024,3,2024-06-30,4331,2857,1225,9210,0.65966289540521819441,0.69990200881920627144,2.1265296698222120
272,1,TOTAL,5,BRAZIL,Brazil,2015,,2020-09-30,1323,1202,107,14,0.90854119425547996977,0.91825821237585943468,0.01058201058201058201
102,2,EB1,1,ALL,All Countries,2023,,2023-03-31,16849,10364,1055,5430,0.61511068906166538073,0.90761012347841317103,0.32227431895067956555
21,1,TOTAL,4,CHINA,China,2022,,2025-06-30,19933,18254,1567,112,0.91576782220438468871,0.92094243479138287675,0.00561882305724175990
20,8,NIW,1,ALL,All Countries,2025,,2025-03-31,0,5576,0,0,,1.00000000000000000000,
101,6,EB2,71,SOUTH_KOREA,South Korea,2021,,2022-12-31,2059,1841,145,73,0.89412336085478387567,0.92698892245720040282,0.03545410393394851870
58,10,E31,71,SOUTH_KOREA,South Korea,2018,,2022-09-30,0,956,0,0,,1.00000000000000000000,
54,2,EB1,71,SOUTH_KOREA,South Korea,2012,,2021-09-30,574,473,96,5,0.82404181184668989547,0.83128295254833040422,0.00871080139372822300
55,1,TOTAL,6,PHILIPPINES,Philippines,2012,,2022-03-31,3305,2730,520,55,0.82602118003025718608,0.84000000000000000000,0.01664145234493192133
14,6,EB2,28,BRAZIL_FY24,Brazil_FY24,2018,,2024-06-30,1271,897,371,3,0.70574350904799370574,0.70741324921135646688,0.00236034618410700236
57,8,NIW,1,ALL,All Countries,2022,1,2022-09-30,4883,3578,252,20584,0.73274626254351832890,0.93420365535248041775,4.2154413270530412
256,4,E12,78,MEXICO,Mexico,2022,3,2022-06-30,0,10,0,0,,1.00000000000000000000,
13,11,E32,1,ALL,All Countries,2024,,2024-06-30,13985,10870,273,6829,0.77726135144797997855,0.97550031409853719824,0.48830890239542366822
18,6,EB2,4,CHINA,China,2022,,2024-12-31,10250,9977,263,10,0.97336585365853658537,0.97431640625000000000,0.00097560975609756098
273,1,TOTAL,4,CHINA,China,2011,,2021-03-31,7637,6789,756,92,0.88896163414953515778,0.89980119284294234592,0.01204661516302212911
279,13,OTHER_UNKNOWN,1,ALL,All Countries,2020,,2023-03-31,0,0,0,0,,,
16,13,OTHER_UNKNOWN,38,NIGERIA,Nigeria,2017,,2024-09-30,0,0,0,0,,,
172,2,EB1,126,CHINESE_NATIONALS,Chinese Nationals,2019,,2019-09-30,5614,2689,1029,1896,0.47898111863199144995,0.72323830016137708445,0.33772711079444246527
10,10,E31,6,PHILIPPINES,Philippines,2017,,2023-12-31,0,2001,0,0,,1.00000000000000000000,
16,1,TOTAL,1,ALL,All Countries,2014,,2024-09-30,87021,79354,6972,695,0.91189482998356718493,0.91923638301322892292,0.00798657795244825962
16,9,EB3,3,INDIA,India,2024,,2024-09-30,10381,9048,44,1289,0.87159233214526538869,0.99516058073031236252,0.12416915518736152586
54,6,EB2,6,PHILIPPINES,Philippines,2021,,2021-09-30,373,180,7,186,0.48257372654155495979,0.96256684491978609626,0.49865951742627345845
11,8,NIW,1,ALL,All Countries,2024,1,2024-03-31,14264,7996,2423,22756,0.56057206954570947841,0.76744409252327478645,1.5953449242849131
259,3,E11,4,CHINA,China,2022,4,2022-09-30,0,1832,0,0,,1.00000000000000000000,
1555,13,OTHER_UNKNOWN,1,ALL,All Countries,2022,,2025-12-31,0,14,0,14,,1.00000000000000000000,
101,9,EB3,3,INDIA,India,2022,,2022-12-31,16937,16618,198,121,0.98116549566038849855,0.98822549952426260704,0.00714412233571470745
54,10,E31,3,INDIA,India,2019,,2021-09-30,0,3980,0,0,,1.00000000000000000000,
172,2,EB1,1,ALL,All Countries,2011,,2019-09-30,17109,13989,2967,153,0.81763983868139575662,0.82501769285208775655,0.00894266175697001578
10,13,OTHER_UNKNOWN,38,NIGERIA,Nigeria,2021,,2023-12-31,0,0,0,0,,,
14,4,E12,35,ALL_COUNTRIES_FY24,All_Countries_FY24,2022,,2024-06-30,0,3892,0,0,,1.00000000000000000000,
102,7,E21,1,ALL,All Countries,2021,,2023-03-31,0,54845,0,0,,1.00000000000000000000,
2,11,E32,3,INDIA,India,2022,,2025-09-30,0,12733,0,0,,1.00000000000000000000,
2,10,E31,7,VIETNAM,Vietnam,2022,,2025-09-30,0,85,0,0,,1.00000000000000000000,
16,10,E31,5,BRAZIL,Brazil,2016,,2024-09-30,0,133,0,0,,1.00000000000000000000,
14,3,E11,35,ALL_COUNTRIES_FY24,All_Countries_FY24,2020,,2024-06-30,0,4198,0,0,,1.00000000000000000000,
21,3,E11,5,BRAZIL,Brazil,2022,,2025-06-30,0,370,0,0,,1.00000000000000000000,
258,1,TOTAL,78,MEXICO,Mexico,2022,3,2022-06-30,3556,0,0,0,0.00000000000000000000,,0.00000000000000000000
9,10,E31,1,ALL,All Countries,2024,,2023-12-31,7846,4945,116,9116,0.63025745602854957940,0.97707962853191068959,1.1618659189395871
54,12,EW3,1,ALL,All Countries,2016,,2021-09-30,0,2760,0,0,,1.00000000000000000000,
172,12,EW3,134,INDIAN_NATIONALS,Indian Nationals,2012,,2019-09-30,0,8,0,0,,1.00000000000000000000,
21,8,NIW,1,ALL,All Countries,2016,,2025-06-30,0,5917,0,0,,1.00000000000000000000,
20,10,E31,38,NIGERIA,Nigeria,2024,,2025-03-31,0,826,0,0,,1.00000000000000000000,
2,4,E12,1,ALL,All Countries,2015,,2025-09-30,0,3610,0,0,,1.00000000000000000000,
16,11,E32,3,INDIA,India,2016,,2024-09-30,0,5911,0,0,,1.00000000000000000000,
101,10,E31,3,INDIA,India,2018,,2022-12-31,0,2944,0,0,,1.00000000000000000000,
102,11,E32,1,ALL,All Countries,2013,,2023-03-31,0,4601,0,0,,1.00000000000000000000,
173,2,EB1,4,CHINA,China,2017,,2020-03-31,6119,4978,1079,62,0.81353162281418532440,0.82185900610863463761,0.01013237457100833470
18,6,EB2,6,PHILIPPINES,Philippines,2020,,2024-12-31,408,377,31,0,0.92401960784313725490,0.92401960784313725490,0.00000000000000000000
12,12,EW3,35,ALL_COUNTRIES_FY24,All_Countries_FY24,2016,,2024-03-31,0,3408,0,0,,1.00000000000000000000,
55,1,TOTAL,5,BRAZIL,Brazil,2014,,2022-03-31,1015,892,104,19,0.87881773399014778325,0.89558232931726907631,0.01871921182266009852
10,3,E11,4,CHINA,China,2016,,2023-12-31,0,2363,0,0,,1.00000000000000000000,
1555,4,E12,7,VIETNAM,Vietnam,2026,,2025-12-31,0,0,0,0,,,
12,13,OTHER_UNKNOWN,30,PHILIPPINES_FY24,Philippines_FY24,2023,,2024-03-31,0,0,0,0,,,
1555,13,OTHER_UNKNOWN,4,CHINA,China,2017,,2025-12-31,0,2,0,0,,1.00000000000000000000,
2,1,TOTAL,5,BRAZIL,Brazil,2024,,2025-09-30,12079,4932,3383,3764,0.40831194635317493170,0.59314491882140709561,0.31161519993376935177
173,13,OTHER_UNKNOWN,5,BRAZIL,Brazil,2012,,2020-03-31,0,0,0,0,,,
58,13,OTHER_UNKNOWN,78,MEXICO,Mexico,2019,,2022-09-30,0,0,0,0,,,
1555,12,EW3,3,INDIA,India,2020,,2025-12-31,0,21,0,0,,1.00000000000000000000,
54,7,E21,5,BRAZIL,Brazil,2020,,2021-09-30,0,937,0,0,,1.00000000000000000000,
265,5,E13,78,MEXICO,Mexico,2023,2,2023-03-31,116,0,0,0,0.00000000000000000000,,0.00000000000000000000
56,10,E31,1,ALL,All Countries,2022,2,2022-06-30,4804,5131,911,744,1.0680682764363031,0.84922211188348229063,0.15487094088259783514
18,2,EB1,5,BRAZIL,Brazil,2019,,2024-12-31,1023,849,171,3,0.82991202346041055718,0.83235294117647058824,0.00293255131964809384
55,5,E13,1,ALL,All Countries,2016,,2022-03-31,0,14334,0,0,,1.00000000000000000000,
1555,6,EB2,5,BRAZIL,Brazil,2014,,2025-12-31,362,338,24,0,0.93370165745856353591,0.93370165745856353591,0.00000000000000000000
55,4,E12,71,SOUTH_KOREA,South Korea,2020,,2022-03-31,0,29,0,0,,1.00000000000000000000,
20,13,OTHER_UNKNOWN,6,PHILIPPINES,Philippines,2021,,2025-03-31,0,0,0,0,,,
21,3,E11,38,NIGERIA,Nigeria,2015,,2025-06-30,0,10,0,0,,1.00000000000000000000,
266,1,TOTAL,4,CHINA,China,2023,3,2023-06-30,0,5912,0,0,,1.00000000000000000000,
10,2,EB1,1,ALL,All Countries,2016,,2023-12-31,28734,25073,3411,250,0.87258996310990464258,0.88024856059542199129,0.00870049418806988237
20,2,EB1,5,BRAZIL,Brazil,2017,,2025-03-31,1356,1149,201,6,0.84734513274336283186,0.85111111111111111111,0.00442477876106194690
55,5,E13,6,PHILIPPINES,Philippines,2015,,2022-03-31,0,65,0,0,,1.00000000000000000000,
272,13,OTHER_UNKNOWN,71,SOUTH_KOREA,South Korea,2016,,2020-09-30,0,1,1,0,,0.50000000000000000000,
102,7,E21,1,ALL,All Countries,2022,,2023-03-31,0,61569,0,0,,1.00000000000000000000,
2,8,NIW,1,ALL,All Countries,2018,,2025-09-30,0,7084,0,0,,1.00000000000000000000,
58,9,EB3,78,MEXICO,Mexico,2015,,2022-09-30,626,567,58,1,0.90575079872204472843,0.90720000000000000000,0.00159744408945686901
21,2,EB1,38,NIGERIA,Nigeria,2022,,2025-06-30,116,74,40,2,0.63793103448275862069,0.64912280701754385965,0.01724137931034482759
58,2,EB1,78,MEXICO,Mexico,2016,,2022-09-30,846,671,170,5,0.79314420803782505910,0.79785969084423305589,0.00591016548463356974
58,9,EB3,78,MEXICO,Mexico,2022,,2022-09-30,3332,3004,76,252,0.90156062424969987995,0.97532467532467532468,0.07563025210084033613
21,11,E32,4,CHINA,China,2018,,2025-06-30,0,3719,0,0,,1.00000000000000000000,
1555,13,OTHER_UNKNOWN,7,VIETNAM,Vietnam,2014,,2025-12-31,0,0,0,0,,,
1555,7,E21,6,PHILIPPINES,Philippines,2024,,2025-12-31,0,175,0,0,,1.00000000000000000000,
18,12,EW3,3,INDIA,India,2023,,2024-12-31,0,19,0,0,,1.00000000000000000000,
2,7,E21,4,CHINA,China,2015,,2025-09-30,0,4339,0,0,,1.00000000000000000000,
273,13,OTHER_UNKNOWN,3,INDIA,India,2017,,2021-03-31,0,1,1,0,,0.50000000000000000000,
14,9,EB3,31,NIGERIA_FY24,Nigeria_FY24,2014,,2024-06-30,60,56,4,0,0.93333333333333333333,0.93333333333333333333,0.00000000000000000000
21,11,E32,4,CHINA,China,2023,,2025-06-30,0,2736,0,0,,1.00000000000000000000,
173,9,EB3,5,BRAZIL,Brazil,2010,,2020-03-31,370,314,45,11,0.84864864864864864865,0.87465181058495821727,0.02972972972972972973
55,3,E11,71,SOUTH_KOREA,South Korea,2018,,2022-03-31,0,202,0,0,,1.00000000000000000000,
21,12,EW3,1,ALL,All Countries,2018,,2025-06-30,0,4152,0,0,,1.00000000000000000000,
10,13,OTHER_UNKNOWN,1,ALL,All Countries,2019,,2023-12-31,0,0,0,0,,,
21,8,NIW,5,BRAZIL,Brazil,2024,,2025-06-30,0,1556,0,0,,1.00000000000000000000,
273,6,EB2,4,CHINA,China,2019,,2021-03-31,10880,10603,210,67,0.97454044117647058824,0.98057893276611486174,0.00615808823529411765
16,9,EB3,38,NIGERIA,Nigeria,2021,,2024-09-30,476,462,12,2,0.97058823529411764706,0.97468354430379746835,0.00420168067226890756
20,4,E12,6,PHILIPPINES,Philippines,2021,,2025-03-31,0,2,0,0,,1.00000000000000000000,
10,1,TOTAL,5,BRAZIL,Brazil,2020,,2023-12-31,4580,3622,927,31,0.79082969432314410480,0.79621894921960870521,0.00676855895196506550
58,9,EB3,6,PHILIPPINES,Philippines,2021,,2022-09-30,5675,5450,132,93,0.96035242290748898678,0.97635256180580437119,0.01638766519823788546
16,6,EB2,6,PHILIPPINES,Philippines,2016,,2024-09-30,1411,1108,281,22,0.78525868178596739901,0.79769618430525557955,0.01559177888022678951
10,9,EB3,3,INDIA,India,2018,,2023-12-31,8644,8078,549,17,0.93452105506709856548,0.93636258258954445346,0.00196668209162424803
18,4,E12,6,PHILIPPINES,Philippines,2021,,2024-12-31,0,2,0,0,,1.00000000000000000000,
55,3,E11,4,CHINA,China,2020,,2022-03-31,0,1270,0,0,,1.00000000000000000000,
173,1,TOTAL,6,PHILIPPINES,Philippines,2016,,2020-03-31,4708,3883,712,113,0.82476635514018691589,0.84504896626768226333,0.02400169923534409516
16,11,E32,38,NIGERIA,Nigeria,2017,,2024-09-30,0,71,0,0,,1.00000000000000000000,
55,4,E12,6,PHILIPPINES,Philippines,2022,,2022-03-31,0,3,0,0,,1.00000000000000000000,
12,6,EB2,32,INDIA_FY24,India_FY24,2014,,2024-03-31,26974,25018,1891,65,0.92748572699636687180,0.92972611393957412018,0.00240972788611255283
12,3,E11,37,CHINA_FY24,China_FY24,2023,,2024-03-31,0,3954,0,0,,1.00000000000000000000,
2,5,E13,7,VIETNAM,Vietnam,2025,,2025-09-30,0,36,0,0,,1.00000000000000000000,
10,11,E32,1,ALL,All Countries,2023,,2023-12-31,0,19453,0,0,,1.00000000000000000000,
1555,3,E11,4,CHINA,China,2023,,2025-12-31,0,4300,0,0,,1.00000000000000000000,
55,6,EB2,71,SOUTH_KOREA,South Korea,2012,,2022-03-31,2522,2347,167,8,0.93061062648691514671,0.93357199681782020684,0.00317208564631245044
56,2,EB1,1,ALL,All Countries,2022,1,2022-06-30,6261,2704,689,1777,0.43187989139115157323,0.79693486590038314176,0.28382047596230634084
20,7,E21,6,PHILIPPINES,Philippines,2014,,2025-03-31,0,1124,0,0,,1.00000000000000000000,
